stripe	column	line	left	top	right	bottom
0		1	977	238	1159	334
0		2	354	392	1706	478
0		3	354	498	1706	585
0		4	354	611	1706	693
0		5	354	707	1706	797
0		6	354	817	1706	906
0		7	354	924	1706	1012
0		8	354	1028	1706	1120
0		9	354	1130	1706	1219
0		10	354	1233	1706	1325
0		11	354	1335	1706	1424
0		12	385	1434	1706	1520
0		13	593	1602	1607	1687
0		14	354	1745	1651	1834
0		15	354	1844	1706	1932
0		16	354	1942	1706	2031
0		17	354	2041	1706	2125
0		18	354	2135	1706	2220
0		19	354	2234	1706	2324
0		20	645	2342	1706	2484
