stripe	column	line	left	top	right	bottom
0		1	724	257	933	355
0		2	142	463	1515	544
0		3	142	554	1516	626
0		4	142	636	1514	706
0		5	142	716	1516	792
0		6	142	802	1514	872
0		7	1371	882	1513	940
0		8	391	1036	1595	1133
0		9	142	1231	1595	1319
0		10	142	1329	1513	1412
0		11	142	1422	1513	1500
0		12	142	1510	1512	1586
0		13	142	1596	1516	1680
0		14	142	1690	1514	1762
0		15	142	1772	1515	1849
0		16	142	1859	1513	1925
0		17	142	1935	1516	2008
0		18	142	2018	1513	2085
0		19	142	2095	1511	2170
0		20	142	2180	1515	2246
0		21	142	2256	1514	2330
