stripe	column	line	left	top	right	bottom
0		1	946	241	1125	335
0		2	356	391	1707	477
0		3	356	487	1707	569
0		4	356	579	1707	656
0		5	356	666	1707	744
0		6	356	754	1707	834
0		7	356	844	1707	924
0		8	356	934	1707	1009
0		9	356	1019	1707	1107
0		10	1238	1117	1707	1204
0		11	356	1246	1645	1331
0		12	356	1343	1707	1420
0		13	356	1430	1707	1504
0		14	356	1514	1707	1603
0		15	356	1613	1707	1685
0		16	356	1695	1707	1776
0		17	356	1786	1707	1865
0		18	356	1875	1707	1959
0		19	1159	1969	1707	2047
0		20	356	2089	1645	2173
0		21	356	2183	1707	2264
0		22	356	2274	1707	2356
0		23	399	2382	515	2489
