stripe	column	line	left	top	right	bottom
0		1	927	254	1138	351
0		2	357	473	1714	552
0		3	357	562	1713	644
0		4	357	654	1712	733
0		5	357	743	1714	818
0		6	357	828	1714	909
0		7	357	919	1714	1000
0		8	357	1010	1714	1086
0		9	357	1096	1714	1179
0		10	357	1189	1714	1269
0		11	357	1279	1714	1355
0		12	357	1365	1714	1446
0		13	357	1456	1714	1531
0		14	357	1541	1714	1621
0		15	357	1631	1714	1711
0		16	357	1721	1714	1799
0		17	357	1809	1714	1890
0		18	357	1900	1714	1976
0		19	357	1986	1714	2070
0		20	357	2080	1714	2183
