stripe	column	line	left	top	right	bottom
0		1	762	246	970	344
0		2	182	448	1547	533
0		3	182	543	1547	627
0		4	182	637	1549	714
0		5	182	724	1551	804
0		6	182	814	1551	894
0		7	182	904	1552	980
0		8	182	990	1552	1072
0		9	333	1082	1550	1160
0		10	182	1170	1652	1250
0		11	182	1260	1551	1338
0		12	182	1348	1552	1427
0		13	182	1437	1552	1519
0		14	182	1529	1552	1602
0		15	182	1612	1553	1697
0		16	182	1707	1534	1785
0		17	182	1795	1547	1873
0		18	182	1883	1556	1962
0		19	182	1972	1652	2050
0		20	182	2060	1556	2140
0		21	182	2150	1652	2219
