stripe	column	line	left	top	right	bottom
0		1	706	261	917	362
0		2	138	470	1493	560
0		3	138	570	1493	647
0		4	138	657	1493	738
0		5	138	748	1493	822
0		6	138	832	1493	908
0		7	138	918	1493	991
0		8	138	1001	1493	1073
0		9	138	1083	1493	1164
0		10	138	1174	1493	1253
0		11	138	1263	1493	1342
0		12	138	1352	1493	1432
0		13	138	1442	1493	1519
0		14	138	1529	1493	1608
0		15	138	1618	1493	1700
0		16	138	1710	1493	1792
0		17	138	1802	1493	1880
0		18	138	1890	1493	1969
0		19	138	1979	1493	2058
0		20	138	2068	1493	2153
