stripe	column	line	left	top	right	bottom
0		1	938	235	1122	324
0		2	351	412	1704	488
0		3	516	498	1704	574
0		4	351	640	1640	719
0		5	351	729	1704	806
0		6	351	816	1704	888
0		7	351	898	1704	970
0		8	351	980	1704	1052
0		9	351	1062	1704	1134
0		10	351	1144	1704	1210
0		11	351	1220	1704	1295
0		12	351	1305	1704	1379
0		13	351	1389	1704	1465
0		14	351	1533	1640	1609
0		15	351	1619	1704	1688
0		16	351	1698	1704	1766
0		17	351	1776	1704	1852
0		18	940	1864	1704	1933
0		19	592	1951	1464	2034
0		20	351	2100	1642	2183
0		21	351	2193	1704	2280
0		22	448	2356	537	2470
