stripe	column	line	left	top	right	bottom
0		1	942	225	1127	321
0		2	762	379	1608	454
0		3	352	532	1650	628
0		4	352	640	1714	728
0		5	352	738	1714	830
0		6	352	848	1714	941
0		7	352	955	1714	1044
0		8	352	1060	1714	1151
0		9	352	1163	1714	1260
0		10	352	1276	1714	1369
0		11	352	1385	1714	1475
0		12	352	1487	1714	1585
0		13	352	1595	1714	1693
0		14	352	1703	1714	1799
0		15	352	1823	1714	1901
0		16	352	1925	1714	2017
0		17	352	2033	1714	2110
0		18	352	2120	1714	2205
0		19	352	2215	1714	2309
0		20	889	2325	1714	2472
