stripe	column	line	left	top	right	bottom
0		1	914	229	1117	323
0		2	330	431	1692	513
0		3	329	523	1692	609
0		4	329	619	1692	696
0		5	334	706	1692	786
0		6	326	796	1692	874
0		7	331	884	1692	964
0		8	327	974	1692	1050
0		9	332	1060	1692	1145
0		10	325	1155	1692	1229
0		11	230	1239	1692	1324
0		12	330	1334	1692	1406
0		13	328	1416	1692	1501
0		14	327	1511	1692	1588
0		15	327	1598	1692	1679
0		16	328	1691	1692	1767
0		17	327	1777	1692	1856
0		18	329	1866	1692	1945
0		19	327	1955	1692	2034
0		20	230	2044	1692	2136
