stripe	column	line	left	top	right	bottom
0		1	1587	131	1750	202
0		2	318	430	3038	604
0		3	318	614	3035	783
0		4	323	793	3031	965
0		5	318	975	3227	1145
0		6	318	1155	3038	1324
0		7	318	1334	3040	1504
0		8	322	1514	3033	1686
0		9	319	1696	3035	1864
0		10	318	1874	3036	2042
0		11	318	2052	3034	2221
0		12	320	2231	3030	2404
0		13	318	2418	3033	2583
0		14	321	2593	3193	2760
0		15	318	2770	3034	2941
0		16	318	2951	3196	3105
0		17	318	3115	3034	3285
0		18	318	3295	3033	3462
0		19	318	3472	3029	3648
0		20	318	3658	3029	3834
