page	stripe	column	line	left	top	right	bottom
0		1	1480	99	1865	200
0		2	349	410	2906	581
0		3	349	591	3197	758
0		4	349	778	3052	941
0		5	349	951	3029	1119
0		6	349	1129	3048	1297
0		7	349	1307	3051	1483
0		8	349	1493	3054	1654
0		9	349	1666	3051	1830
0		10	349	1840	3050	2010
0		11	349	2020	3055	2188
0		12	349	2198	3197	2372
0		13	349	2382	3197	2547
0		14	349	2557	3050	2729
0		15	349	2747	3059	2905
0		16	349	2915	3056	3082
0		17	352	3092	3059	3259
0		18	349	3269	3060	3442
0		19	352	3454	3063	3614
0		20	353	3626	3059	3791
