stripe	column	line	left	top	right	bottom
0		1	1654	131	1758	198
0		2	860	458	2236	519
0		3	854	529	3201	652
0		4	346	874	2906	1050
0		5	346	1060	3058	1223
0		6	346	1233	3058	1406
0		7	346	1416	3060	1587
0		8	346	1597	3056	1754
0		9	346	1764	3058	1945
0		10	346	1955	3054	2126
0		11	346	2136	3201	2303
0		12	346	2313	3054	2486
0		13	346	2498	3062	2658
0		14	346	2668	3062	2842
0		15	346	2860	3063	3020
0		16	346	3030	3060	3183
0		17	346	3215	3062	3378
0		18	346	3388	3060	3553
0		19	346	3563	3068	3739
