stripe	column	line	left	top	right	bottom
0		1	1604	131	1756	197
0		2	320	423	3027	583
0		3	320	593	3035	769
0		4	320	779	3029	944
0		5	320	954	3031	1114
0		6	320	1130	3027	1302
0		7	320	1312	3028	1481
0		8	320	1491	3028	1659
0		9	320	1669	3027	1839
0		10	320	1849	3030	2019
0		11	320	2029	3230	2201
0		12	320	2211	3029	2380
0		13	320	2390	3025	2555
0		14	320	2565	3028	2740
0		15	320	2750	3024	2913
0		16	320	2923	3029	3097
0		17	320	3107	3027	3270
0		18	320	3280	3030	3450
0		19	320	3460	3027	3630
0		20	320	3640	3230	3823
