stripe	column	line	left	top	right	bottom
0		1	1832	131	1933	201
0		2	498	303	3209	473
0		3	506	495	3209	684
0		4	498	694	3209	877
0		5	496	917	3209	1100
0		6	496	1110	3209	1287
0		7	368	1301	3209	1487
0		8	494	1513	3209	1682
0		9	490	1692	3209	1865
0		10	492	1875	3209	2043
0		11	339	2053	3209	2227
0		12	494	2249	3209	2422
0		13	492	2450	3209	2615
0		14	494	2625	3209	2799
0		15	498	2813	3209	2998
0		16	490	3008	3209	3194
0		17	488	3220	3209	3390
0		18	484	3400	3209	3583
0		19	486	3601	3209	3788
0		20	484	3798	3209	3977
