stripe	column	line	left	top	right	bottom
0		1	1699	99	2085	194
0		2	514	432	3224	590
0		3	510	620	3224	775
0		4	523	787	3224	956
0		5	516	966	3224	1149
0		6	514	1159	3224	1323
0		7	513	1333	3224	1502
0		8	513	1512	3224	1674
0		9	511	1684	3224	1862
0		10	513	1872	3224	2046
0		11	519	2056	3224	2226
0		12	523	2236	3224	2396
0		13	319	2406	3224	2584
0		14	520	2594	3224	2766
0		15	515	2776	3224	2948
0		16	511	2958	3224	3127
0		17	510	3143	3224	3302
0		18	508	3312	3224	3482
0		19	510	3492	3224	3647
0		20	513	3657	3224	3812
