stripe	column	line	left	top	right	bottom
0		1	1619	131	1763	199
0		2	344	411	3059	581
0		3	344	591	3057	767
0		4	344	777	3054	949
0		5	344	959	3060	1123
0		6	344	1143	3057	1304
0		7	344	1318	3058	1477
0		8	344	1487	3054	1654
0		9	344	1664	3061	1836
0		10	344	1846	3207	2012
0		11	344	2022	3059	2197
0		12	344	2209	3207	2363
0		13	344	2375	3057	2540
0		14	344	2550	3059	2720
0		15	344	2730	3054	2913
0		16	344	2925	3057	3081
0		17	344	3091	3062	3260
0		18	344	3270	3207	3446
0		19	344	3456	3061	3623
0		20	344	3639	3054	3806
