stripe	column	line	left	top	right	bottom
0		1	1596	131	1638	190
0		2	327	444	3026	610
0		3	327	620	3026	772
0		4	327	782	3028	929
0		5	327	939	3026	1094
0		6	327	1104	3026	1253
0		7	327	1263	3026	1420
0		8	327	1430	3024	1579
0		9	327	1589	3026	1735
0		10	327	1745	3024	1903
0		11	327	1913	3026	2068
0		12	327	2078	3026	2225
0		13	327	2235	3032	2381
0		14	327	2391	3222	2545
0		15	327	2555	3026	2706
0		16	327	2716	3026	2870
0		17	327	2880	3028	3028
0		18	327	3038	3024	3199
0		19	327	3209	3032	3354
0		20	327	3364	3030	3534
