stripe	column	line	left	top	right	bottom	confidence	text
0		1	1625	131	1665	198	100	2
0		1	1657	131	1625	198	97	 
0		1	1601	131	1657	198	99	1
0		2	2972	403	3000	585	100	«
0		2	2925	403	2973	585	94	 
0		2	2886	403	2926	585	100	ك
0		2	2873	403	2885	585	100	ا
0		2	2846	403	2872	585	100	ل
0		2	2805	403	2845	585	93	ر
0		2	2766	403	2806	585	100	ح
0		2	2725	403	2765	585	100	م
0		2	2685	403	2725	585	97	ن
0		2	2625	403	2685	585	99	 
0		2	2578	403	2624	585	100	ع
0		2	2518	403	2577	585	100	ل
0		2	2451	403	2517	585	97	ى
0		2	2417	403	2450	585	99	 
0		2	2391	403	2417	585	100	ا
0		2	2364	403	2390	585	100	ل
0		2	2330	403	2363	585	100	ع
0		2	2283	403	2330	585	100	ر
0		2	2216	403	2283	585	100	ش
0		2	2163	403	2217	585	93	 
0		2	2129	403	2162	585	99	ا
0		2	2082	403	2129	585	100	س
0		2	2042	403	2082	585	100	ت
0		2	1995	403	2042	585	100	و
0		2	1934	403	1995	585	70	ى
0		2	1888	403	1935	585	99	 
0		2	1861	403	1888	585	98	»
0		2	1821	403	1862	585	99	 
0		2	1781	403	1821	585	100	و
0		2	1727	403	1781	585	98	ه
0		2	1687	403	1728	585	100	و
0		2	1654	403	1687	585	90	 
0		2	1641	403	1653	585	99	ا
0		2	1606	403	1640	585	100	ٔ
0		2	1574	403	1607	585	100	ع
0		2	1560	403	1573	585	100	ل
0		2	1527	403	1560	585	50	ى
0		2	1480	403	1526	585	99	 
0		2	1466	403	1479	585	100	ا
0		2	1440	403	1466	585	99	ل
0		2	1426	403	1439	585	83	ا
0		2	1392	403	1426	585	100	ٔ
0		2	1359	403	1393	585	85	م
0		2	1312	403	1359	585	100	ا
0		2	1265	403	1312	585	99	ك
0		2	1212	403	1265	585	100	ن
0		2	1164	403	1212	585	100	 
0		2	1138	403	1165	585	100	.
0		2	1097	403	1138	585	100	 
0		2	1058	403	1098	585	100	و
0		2	1004	403	1057	585	100	ع
0		2	977	403	1004	585	99	ل
0		2	944	403	978	585	98	و
0		2	917	403	944	585	100	 
0		2	891	403	917	585	100	ا
0		2	864	403	890	585	100	ل
0		2	823	403	863	585	86	م
0		2	770	403	824	585	100	ك
0		2	736	403	770	585	100	ا
0		2	709	403	737	585	100	ن
0		2	676	403	710	585	96	ة
0		2	629	403	676	585	100	 
0		2	582	403	629	585	55	«
0		2	529	403	583	585	100	ك
0		2	502	403	528	585	91	ل
0		2	455	403	502	585	100	 
0		2	408	403	455	585	100	ش
0		2	361	403	408	585	100	ي
0		2	334	403	362	585	99	 
0		2	321	403	335	585	100	م
0		3	2962	598	2998	785	100	ه
0		3	2927	598	2962	785	98	ا
0		3	2877	598	2927	785	100	ل
0		3	2821	598	2877	785	97	ك
0		3	2785	598	2820	785	100	 
0		3	2770	598	2785	785	97	ا
0		3	2756	598	2771	785	100	ٕ
0		3	2728	598	2756	785	99	ل
0		3	2693	598	2728	785	99	ا
0		3	2664	598	2692	785	99	 
0		3	2614	598	2664	785	78	و
0		3	2543	598	2615	785	100	ج
0		3	2508	598	2544	785	91	ه
0		3	2480	598	2508	785	100	ه
0		3	2437	598	2479	785	87	 
0		3	2401	598	2437	785	100	»
0		3	2359	598	2402	785	100	 
0		3	2338	598	2359	785	80	؛
0		3	2295	598	2337	785	100	 
0		3	2259	598	2295	785	99	و
0		3	2216	598	2260	785	100	 
0		3	2167	598	2217	785	96	«
0		3	2131	598	2167	785	87	ا
0		3	2117	598	2132	785	100	ٕ
0		3	2096	598	2117	785	94	ل
0		3	2060	598	2096	785	43	ي
0		3	2025	598	2061	785	50	ه
0		3	1968	598	2025	785	98	 
0		3	1947	598	1968	785	94	ي
0		3	1890	598	1947	785	98	ر
0		3	1819	598	1891	785	99	ج
0		3	1748	598	1820	785	75	ع
0		3	1691	598	1748	785	94	 
0		3	1677	598	1691	785	90	ا
0		3	1649	598	1677	785	94	ل
0		3	1634	598	1649	785	98	ا
0		3	1599	598	1635	785	99	ٔ
0		3	1571	598	1599	785	99	م
0		3	1528	598	1570	785	59	ر
0		3	1486	598	1528	785	94	 
0		3	1457	598	1485	785	99	ك
0		3	1429	598	1457	785	100	ل
0		3	1400	598	1428	785	100	ه
0		3	1365	598	1400	785	100	 
0		3	1329	598	1365	785	88	(
0		3	1293	598	1329	785	100	1
0		3	1244	598	1294	785	100	)
0		3	1194	598	1244	785	99	،
0		3	1145	598	1195	785	96	 
0		3	1116	598	1144	785	99	؛
0		3	1080	598	1116	785	100	 
0		3	1038	598	1081	785	71	«
0		3	995	598	1038	785	100	ا
0		3	981	598	996	785	99	ٔ
0		3	967	598	981	785	100	 
0		3	939	598	967	785	100	ا
0		3	924	598	939	785	100	ٕ
0		3	903	598	925	785	70	ل
0		3	867	598	903	785	91	ه
0		3	818	598	868	785	100	 
0		3	768	598	818	785	100	م
0		3	733	598	769	785	97	ع
0		3	697	598	733	785	99	 
0		3	669	598	697	785	100	ا
0		3	648	598	669	785	64	ل
0		3	626	598	647	785	100	ل
0		3	598	598	626	785	46	ه
0		3	563	598	598	785	82	 
0		3	534	598	562	785	99	»
0		3	484	598	534	785	100	 
0		3	463	598	484	785	100	.
0		3	435	598	463	785	100	 
0		3	392	598	434	785	98	و
0		3	356	598	392	785	97	ل
0		3	342	598	357	785	75	م
0		3	321	598	342	785	100	ا
0		4	2978	794	3008	953	52	ق
0		4	2941	794	2977	953	100	ا
0		4	2898	794	2941	953	97	ل
0		4	2855	794	2897	953	100	 
0		4	2831	794	2855	953	99	ا
0		4	2813	794	2831	953	98	ل
0		4	2788	794	2812	953	99	ل
0		4	2764	794	2788	953	100	ه
0		4	2733	794	2763	953	100	 
0		4	2697	794	2733	953	98	ت
0		4	2666	794	2696	953	100	ع
0		4	2642	794	2666	953	100	ا
0		4	2623	794	2641	953	100	ل
0		4	2581	794	2623	953	95	ى
0		4	2532	794	2580	953	100	 
0		4	2489	794	2531	953	63	«
0		4	2428	794	2488	953	100	و
0		4	2373	794	2427	953	99	ر
0		4	2330	794	2372	953	100	ف
0		4	2300	794	2330	953	100	ع
0		4	2263	794	2299	953	100	ن
0		4	2226	794	2263	953	100	ا
0		4	2202	794	2226	953	69	ه
0		4	2159	794	2202	953	97	 
0		4	2098	794	2159	953	99	م
0		4	2037	794	2098	953	52	ك
0		4	2007	794	2037	953	78	ا
0		4	1982	794	2006	953	92	ن
0		4	1939	794	1982	953	99	ا
0		4	1885	794	1939	953	99	 
0		4	1848	794	1884	953	98	ع
0		4	1805	794	1847	953	52	ل
0		4	1738	794	1804	953	99	ـ
0		4	1707	794	1737	953	100	ا
0		4	1677	794	1707	953	100	ً
0		4	1628	794	1676	953	76	»
0		4	1591	794	1628	953	99	 
0		4	1555	794	1591	953	100	ف
0		4	1500	794	1554	953	100	ج
0		4	1457	794	1499	953	100	ع
0		4	1408	794	1457	953	100	ل
0		4	1304	794	1408	953	100	 
0		4	1237	794	1304	953	99	ع
0		4	1213	794	1237	953	99	ل
0		4	1176	794	1212	953	91	ي
0		4	1145	794	1176	953	100	ا
0		4	1115	794	1145	953	100	ً
0		4	1078	794	1114	953	100	»
0		4	1042	794	1078	953	75	 
0		4	1011	794	1041	953	96	ن
0		4	981	794	1011	953	100	ع
0		4	944	794	980	953	100	ت
0		4	926	794	944	953	90	ا
0		4	901	794	925	953	100	ً
0		4	865	794	901	953	100	 
0		4	834	794	864	953	52	ل
0		4	810	794	834	953	99	ل
0		4	755	794	809	953	100	م
0		4	700	794	754	953	100	ك
0		4	663	794	699	953	100	ا
0		4	615	794	663	953	100	ن
0		4	571	794	614	953	100	 
0		4	547	794	571	953	100	،
0		4	504	794	547	953	100	 
0		4	456	794	504	953	100	«
0		4	401	794	455	953	100	و
0		4	376	794	400	953	99	ا
0		4	358	794	376	953	100	ٕ
0		4	321	794	357	953	85	ذ
0		5	2980	972	3008	1151	95	ق
0		5	2945	972	2980	1151	94	ا
0		5	2902	972	2945	1151	100	ل
0		5	2846	972	2903	1151	100	 
0		5	2804	972	2846	1151	97	ر
0		5	2748	972	2804	1151	52	ب
0		5	2685	972	2748	1151	74	ك
0		5	2635	972	2684	1151	100	 
0		5	2600	972	2635	1151	100	ل
0		5	2579	972	2600	1151	100	ل
0		5	2558	972	2579	1151	99	م
0		5	2523	972	2558	1151	100	ل
0		5	2494	972	2523	1151	98	ا
0		5	2480	972	2494	1151	100	ي
0		5	2438	972	2480	1151	100	ٔ
0		5	2375	972	2438	1151	100	ك
0		5	2340	972	2375	1151	50	ة
0		5	2297	972	2340	1151	100	 
0		5	2269	972	2298	1151	100	ا
0		5	2255	972	2269	1151	100	ٕ
0		5	2227	972	2255	1151	100	ن
0		5	2206	972	2227	1151	99	ي
0		5	2150	972	2206	1151	100	 
