stripe	column	line	left	top	right	bottom
0		1	1594	131	1758	203
0		2	322	401	3042	598
0		3	318	608	3042	769
0		4	318	779	3042	940
0		5	318	950	3046	1122
0		6	318	1132	3044	1299
0		7	318	1309	3044	1464
0		8	318	1474	3038	1641
0		9	318	1651	3040	1818
0		10	318	1828	3034	2007
0		11	318	2017	3038	2186
0		12	318	2210	3036	2369
0		13	318	2379	3036	2554
0		14	318	2564	3036	2725
0		15	318	2735	3034	2902
0		16	318	2912	3036	3088
0		17	318	3100	3038	3264
0		18	318	3274	3040	3450
0		19	318	3460	3038	3615
0		20	318	3641	3228	3835
