page	stripe	column	line	left	top	right	bottom
0		1	1626	100	1958	204
0		2	421	412	3125	587
0		3	421	597	3125	770
0		4	421	780	3125	942
0		5	421	952	3125	1122
0		6	421	1132	3125	1294
0		7	421	1304	3125	1462
0		8	421	1472	3125	1649
0		9	421	1661	3125	1813
0		10	421	1823	3125	1997
0		11	421	2007	3125	2176
0		12	421	2186	3125	2355
0		13	421	2365	3125	2527
0		14	421	2537	3125	2712
0		15	421	2722	3125	2889
0		16	421	2899	3125	3062
0		17	421	3074	3125	3246
0		18	421	3266	3125	3432
0		19	421	3442	3125	3604
0		20	421	3614	3125	3788
