stripe	column	line	left	top	right	bottom
0		1	1680	103	2071	202
0		2	531	418	3233	591
0		3	521	601	3233	770
0		4	527	780	3233	949
0		5	521	963	3233	1136
0		6	532	1146	3233	1313
0		7	526	1323	3233	1485
0		8	524	1495	3233	1664
0		9	522	1674	3233	1847
0		10	516	1857	3233	2022
0		11	316	2032	3233	2208
0		12	525	2218	3233	2381
0		13	521	2391	3233	2561
0		14	521	2571	3233	2737
0		15	521	2747	3233	2916
0		16	526	2926	3233	3095
0		17	522	3105	3233	3276
0		18	524	3286	3233	3454
0		19	520	3464	3233	3633
0		20	520	3643	3233	3801
