stripe	column	line	left	top	right	bottom
0		1	1581	99	1969	197
0		2	420	419	3135	593
0		3	420	603	3135	774
0		4	420	784	3135	946
0		5	420	956	3135	1124
0		6	420	1134	3135	1303
0		7	420	1313	3135	1469
0		8	420	1479	3135	1643
0		9	420	1653	3135	1828
0		10	420	1838	3135	1993
0		11	420	2003	3135	2168
0		12	420	2178	3135	2347
0		13	420	2357	3135	2525
0		14	420	2535	3135	2707
0		15	420	2719	3135	2886
0		16	420	2896	3135	3052
0		17	420	3070	3135	3248
0		18	420	3258	3135	3419
0		19	420	3429	3135	3601
0		20	420	3611	3135	3751
