stripe	column	line	left	top	right	bottom
0		1	1692	131	1851	199
0		2	410	429	3126	592
0		3	410	602	3128	782
0		4	410	798	3131	964
0		5	410	974	3129	1130
0		6	410	1140	3127	1313
0		7	410	1323	3133	1490
0		8	410	1500	3133	1670
0		9	410	1680	3129	1851
0		10	410	1861	3131	2021
0		11	410	2031	3133	2199
0		12	410	2209	3133	2380
0		13	410	2394	3133	2574
0		14	413	2584	3133	2743
0		15	410	2753	3133	2930
0		16	410	2940	3133	3102
0		17	412	3112	3133	3276
0		18	412	3296	3133	3458
0		19	415	3468	3133	3636
0		20	413	3646	3133	3819
