page	stripe	column	line	left	top	right	bottom
0		1	1161	99	1493	197
0		2	872	309	2537	476
0		3	1447	504	2537	677
0		4	1223	701	2537	874
0		5	1240	898	2537	1069
0		6	1082	1097	2537	1267
0		7	1324	1291	2537	1462
0		8	1318	1488	2537	1659
0		9	1319	1705	2537	1875
0		10	1407	1921	2537	2089
0		11	1417	2125	2537	2306
0		12	1369	2332	2537	2504
0		13	1349	2548	2537	2720
0		14	1369	2764	2537	2936
0		15	1232	2960	2537	3132
0		16	1404	3158	2537	3330
0		17	1304	3356	2537	3525
0		18	1334	3553	2537	3723
0		19	1260	3751	2537	3923
0		20	1423	3941	2537	4112
