stripe	column	line	left	top	right	bottom
0		1	1579	131	1738	198
0		2	315	414	3034	584
0		3	315	594	3232	745
0		4	315	755	3034	926
0		5	315	936	3032	1107
0		6	315	1117	3038	1282
0		7	315	1292	3038	1463
0		8	315	1473	3034	1642
0		9	315	1652	3034	1820
0		10	315	1830	3034	1996
0		11	315	2006	3030	2183
0		12	315	2193	3030	2358
0		13	315	2368	3032	2539
0		14	315	2549	3032	2712
0		15	315	2722	3032	2895
0		16	315	2905	3034	3074
0		17	315	3084	3034	3256
0		18	315	3266	3032	3431
0		19	315	3447	3040	3613
0		20	318	3623	3034	3796
