stripe	column	line	left	top	right	bottom
0		1	1616	131	1718	197
0		2	324	447	3043	619
0		3	324	629	3045	810
0		4	324	820	3043	984
0		5	324	1000	3046	1161
0		6	324	1171	3042	1341
0		7	324	1351	3056	1521
0		8	324	1539	3043	1700
0		9	324	1710	3040	1877
0		10	324	1887	3037	2057
0		11	324	2067	3228	2236
0		12	324	2246	3038	2410
0		13	324	2420	3038	2593
0		14	324	2603	3035	2771
0		15	324	2783	3037	2963
0		16	324	2975	3037	3143
0		17	324	3157	3032	3311
0		18	324	3321	3036	3503
0		19	324	3515	3028	3673
0		20	324	3683	3033	3859
