page	stripe	column	line	left	top	right	bottom
0		1	1708	101	2039	201
0		2	524	303	3214	493
0		3	522	527	3214	704
0		4	518	720	3214	900
0		5	516	928	3214	1103
0		6	522	1115	3214	1295
0		7	516	1319	3214	1495
0		8	516	1505	3214	1692
0		9	526	1714	3214	1888
0		10	516	1898	3214	2089
0		11	514	2099	3214	2278
0		12	516	2304	3214	2479
0		13	512	2489	3214	2678
0		14	335	2688	3214	2876
0		15	508	2920	3214	3089
0		16	512	3099	3214	3284
0		17	510	3296	3214	3481
0		18	506	3493	3214	3676
0		19	506	3688	3214	3867
