stripe	column	line	left	top	right	bottom
0		1	1632	131	1719	203
0		2	326	305	3040	492
0		3	326	502	3044	688
0		4	326	698	3046	873
0		5	326	883	3041	1055
0		6	326	1065	3223	1241
0		7	326	1251	3041	1425
0		8	326	1435	3045	1600
0		9	326	1610	3046	1781
0		10	326	1793	3044	1979
0		11	326	2003	3046	2175
0		12	326	2187	3041	2371
0		13	326	2381	3046	2560
0		14	326	2570	3045	2736
0		15	326	2746	3042	2908
0		16	326	2918	3045	3089
0		17	326	3099	3046	3285
0		18	326	3295	3181	3473
0		19	326	3483	3046	3660
0		20	326	3682	3045	3860
0		21	326	3872	3046	4042
