stripe	column	line	left	top	right	bottom
1	l	1	1437	109	1828	231
1	l	2	644	399	2633	581
2		1	632	648	2649	818
2		2	299	922	3215	1123
2		3	299	1133	3015	1286
2		4	299	1296	3018	1470
2		5	299	1480	3024	1646
2		6	299	1656	3024	1827
2		7	299	1837	3037	2006
2		8	304	2016	3032	2174
2		9	302	2184	3037	2373
2		10	315	2383	3037	2539
2		11	324	2549	3041	2724
2		12	314	2734	3048	2911
2		13	328	2921	3046	3068
2		14	328	3078	3048	3260
2		15	324	3270	3057	3434
2		16	330	3444	3054	3632
3	r	1	346	4046	2947	4206
3	r	2	1098	4242	2947	4544
