stripe	column	line	left	top	right	bottom
0		1	1796	131	1952	197
0		2	508	427	3224	604
0		3	513	614	3224	756
0		4	507	766	3224	924
0		5	513	934	3224	1099
0		6	319	1109	3224	1270
0		7	516	1280	3224	1439
0		8	509	1449	3224	1619
0		9	511	1629	3224	1807
0		10	319	1817	3224	1988
0		11	512	2006	3224	2168
0		12	514	2178	3224	2335
0		13	514	2345	3224	2501
0		14	513	2511	3224	2674
0		15	517	2686	3224	2869
0		16	509	2881	3224	3038
0		17	512	3048	3224	3219
0		18	514	3229	3224	3401
0		19	511	3411	3224	3585
0		20	1154	3607	1208	3675
