page	stripe	column	line	left	top	right	bottom
0		1	1714	101	2048	198
0		2	505	446	3216	596
0		3	503	620	3216	778
0		4	502	798	3213	959
0		5	509	969	3216	1140
0		6	507	1150	3216	1304
0		7	508	1320	3216	1486
0		8	507	1500	3216	1658
0		9	519	1668	3216	1827
0		10	508	1837	3216	1986
0		11	509	1996	3216	2140
0		12	514	2150	3216	2310
0		13	833	2320	3216	2477
0		14	322	2583	3083	2731
0		15	517	2741	3216	2894
0		16	512	2904	3216	3054
0		17	508	3064	3216	3222
0		18	511	3232	3216	3374
0		19	516	3384	3216	3540
0		20	515	3550	3216	3708
0		21	2748	3718	3216	3876
