stripe	column	line	left	top	right	bottom
0		1	1692	97	2066	202
0		2	525	414	3234	586
0		3	523	596	3234	773
0		4	525	787	3234	947
0		5	534	957	3233	1130
0		6	519	1142	3234	1303
0		7	528	1313	3234	1483
0		8	521	1493	3234	1656
0		9	532	1666	3233	1846
0		10	519	1856	3220	2017
0		11	319	2027	3234	2205
0		12	528	2215	3234	2372
0		13	525	2382	3234	2560
0		14	522	2570	3234	2735
0		15	523	2747	3234	2914
0		16	525	2932	3234	3091
0		17	524	3101	3234	3269
0		18	529	3279	3234	3447
0		19	525	3457	3234	3623
0		20	319	3633	3234	3825
