page	stripe	column	line	left	top	right	bottom
0		1	1501	101	1840	208
0		2	328	320	3043	497
0		3	331	507	3046	688
0		4	328	698	3048	886
0		5	328	898	3060	1081
0		6	328	1101	3048	1279
0		7	332	1293	3048	1483
0		8	328	1493	3049	1675
0		9	328	1703	3049	1882
0		10	328	1892	3222	2076
0		11	331	2086	3047	2277
0		12	328	2297	3057	2474
0		13	955	2496	3054	2671
0		14	328	2681	2912	2868
0		15	330	2878	3060	3065
0		16	332	3087	3056	3262
0		17	330	3284	3060	3455
0		18	332	3469	3067	3648
0		19	333	3664	3061	3849
0		20	335	3865	3059	4041
