stripe	column	line	left	top	right	bottom
0		1	1468	99	1854	192
0		2	320	448	3048	602
0		3	321	612	3047	795
0		4	314	809	3043	970
0		5	322	980	3047	1155
0		6	314	1165	3041	1327
0		7	314	1337	3040	1505
0		8	314	1517	3037	1688
0		9	314	1698	3040	1866
0		10	318	1880	3039	2046
0		11	314	2056	3039	2229
0		12	314	2241	3040	2407
0		13	314	2417	3040	2585
0		14	314	2599	3039	2766
0		15	314	2776	3038	2934
0		16	314	2960	3035	3125
0		17	314	3135	3038	3303
0		18	314	3315	3042	3481
0		19	314	3491	3230	3642
0		20	314	3652	3034	3848
