stripe	column	line	left	top	right	bottom	confidence	text
0		1	1655	99	1806	199	99	-
0		1	1684	99	1656	199	100	 
0		1	1731	99	1684	199	100	1
0		1	1774	99	1731	199	100	3
0		1	1831	99	1774	199	97	3
0		1	1897	99	1832	199	99	 
0		1	1576	99	1896	199	99	-
0		2	3076	434	3109	601	96	و
0		2	3050	434	3076	601	100	ا
0		2	3023	434	3049	601	99	ل
0		2	2984	434	3023	601	100	ع
0		2	2957	434	2983	601	98	ا
0		2	2944	434	2956	601	99	ل
0		2	2917	434	2943	601	99	م
0		2	2884	434	2917	601	100	 
0		2	2851	434	2884	601	95	و
0		2	2818	434	2851	601	100	ا
0		2	2798	434	2818	601	100	ل
0		2	2752	434	2798	601	100	م
0		2	2705	434	2751	601	100	ق
0		2	2672	434	2706	601	98	ـ
0		2	2620	434	2673	601	100	ر
0		2	2567	434	2619	601	100	 
0		2	2547	434	2567	601	100	ف
0		2	2520	434	2547	601	100	ي
0		2	2467	434	2521	601	100	 
0		2	2428	434	2468	601	100	ه
0		2	2382	434	2428	601	99	ذ
0		2	2342	434	2381	601	100	ه
0		2	2309	434	2342	601	100	 
0		2	2296	434	2309	601	100	ا
0		2	2263	434	2295	601	100	ل
0		2	2210	434	2262	601	100	ص
0		2	2150	434	2209	601	100	و
0		2	2104	434	2150	601	100	ر
0		2	2064	434	2104	601	100	ة
0		2	2018	434	2065	601	98	 
0		2	1998	434	2018	601	99	،
0		2	1958	434	1998	601	99	 
0		2	1912	434	1959	601	100	و
0		2	1866	434	1912	601	100	ه
0		2	1826	434	1866	601	99	و
0		2	1794	434	1827	601	100	 
0		2	1767	434	1793	601	99	ا
0		2	1747	434	1766	601	100	ل
0		2	1695	434	1747	601	99	ذ
0		2	1635	434	1694	601	84	ي
0		2	1595	434	1635	601	100	 
0		2	1569	434	1595	601	96	ل
0		2	1535	434	1568	601	100	ا
0		2	1496	434	1536	601	99	 
0		2	1456	434	1496	601	100	ع
0		2	1430	434	1456	601	94	ا
0		2	1383	434	1430	601	100	ر
0		2	1318	434	1384	601	100	ف
0		2	1244	434	1317	601	100	 
0		2	1205	434	1245	601	100	و
0		2	1172	434	1205	601	100	ل
0		2	1139	434	1172	601	100	ا
0		2	1092	434	1139	601	100	 
0		2	1059	434	1093	601	100	ع
0		2	1040	434	1060	601	71	ا
0		2	1014	434	1039	601	100	ل
0		2	987	434	1013	601	100	م
0		2	948	434	987	601	100	 
0		2	927	434	947	601	99	،
0		2	888	434	928	601	100	 
0		2	841	434	888	601	100	و
0		2	795	434	842	601	61	ه
0		2	749	434	795	601	100	و
0		2	723	434	749	601	100	 
0		2	696	434	722	601	100	ا
0		2	670	434	696	601	97	ل
0		2	657	434	669	601	100	م
0		2	591	434	656	601	100	ن
0		2	498	434	590	601	100	ك
0		2	425	434	498	601	100	ر
0		3	3074	610	3098	786	100	ف
0		3	3050	610	3074	786	100	ي
0		3	3002	610	3050	786	100	 
0		3	2966	610	3002	786	100	ه
0		3	2912	610	2966	786	97	ذ
0		3	2876	610	2912	786	100	ه
0		3	2846	610	2876	786	100	 
0		3	2834	610	2846	786	99	ا
0		3	2798	610	2834	786	100	ل
0		3	2750	610	2798	786	93	ص
0		3	2696	610	2750	786	93	و
0		3	2648	610	2696	786	54	ر
0		3	2605	610	2647	786	99	ة
0		3	2569	610	2605	786	100	 
0		3	2557	610	2569	786	93	ا
0		3	2533	610	2557	786	100	ل
0		3	2509	610	2533	786	100	ا
0		3	2479	610	2509	786	87	ٔ
0		3	2431	610	2479	786	99	خ
0		3	2377	610	2431	786	100	ر
0		3	2317	610	2377	786	100	ى
0		3	2263	610	2317	786	100	 
0		3	2233	610	2263	786	65	.
0		3	2191	610	2233	786	100	 
0		3	2149	610	2191	786	99	ه
0		3	2113	610	2149	786	86	ذ
0		3	2071	610	2113	786	97	ا
0		3	2029	610	2071	786	84	 
0		3	1969	610	2029	786	100	ح
0		3	1915	610	1969	786	98	ظ
0		3	1867	610	1915	786	94	 
0		3	1837	610	1867	786	98	م
0		3	1801	610	1837	786	88	ن
0		3	1753	610	1801	786	100	 
0		3	1710	610	1752	786	100	ع
0		3	1668	610	1710	786	100	ر
0		3	1602	610	1668	786	57	ف
0		3	1524	610	1602	786	100	 
0		3	1500	610	1524	786	65	ا
0		3	1464	610	1500	786	100	ل
0		3	1440	610	1464	786	100	ح
0		3	1386	610	1440	786	100	ق
0		3	1338	610	1386	786	100	 
0		3	1302	610	1338	786	99	م
0		3	1260	610	1302	786	100	ن
0		3	1224	610	1260	786	100	 
0		3	1188	610	1224	786	100	ا
0		3	1158	610	1188	786	100	ل
0		3	1122	610	1158	786	100	ت
0		3	1068	610	1122	786	100	ج
0		3	1044	610	1068	786	100	ل
0		3	1014	610	1044	786	100	ي
0		3	960	610	1014	786	100	 
0		3	930	610	960	786	100	و
0		3	900	610	930	786	100	ا
0		3	876	610	900	786	95	ل
0		3	821	610	875	786	100	ش
0		3	773	610	821	786	100	ه
