page	stripe	column	line	left	top	right	bottom
0		1	549	97	1842	203
0		2	314	429	3009	568
0		3	314	578	3015	765
0		4	314	775	3231	942
0		5	314	952	3013	1129
0		6	314	1139	3014	1301
0		7	314	1311	3014	1482
0		8	314	1492	3017	1653
0		9	314	1663	3014	1829
0		10	314	1839	3019	2007
0		11	314	2017	3022	2193
0		12	314	2203	3016	2369
0		13	314	2379	3018	2547
0		14	314	2557	3021	2734
0		15	314	2744	3023	2901
0		16	314	2911	3026	3080
0		17	314	3090	3027	3254
0		18	314	3264	3231	3432
0		19	314	3442	3032	3661
