stripe	column	line	left	top	right	bottom
0		1	1643	131	1735	202
0		2	337	304	3026	490
0		3	337	526	3025	695
0		4	337	713	3031	895
0		5	337	909	3030	1093
0		6	337	1123	3026	1303
0		7	337	1313	3033	1495
0		8	337	1513	3029	1696
0		9	337	1708	3023	1889
0		10	337	1905	3028	2091
0		11	337	2101	3208	2289
0		12	337	2303	3035	2484
0		13	337	2494	3037	2679
0		14	337	2689	3036	2877
0		15	337	2887	3036	3072
0		16	337	3082	3034	3270
0		17	337	3280	3039	3456
0		18	337	3466	3041	3644
0		19	337	3654	3040	3839
0		20	337	3849	3040	4023
