stripe	column	line	left	top	right	bottom
0		1	1503	131	1717	199
0		2	318	411	3031	588
0		3	318	600	3032	765
0		4	318	775	3031	948
0		5	318	958	3032	1129
0		6	318	1139	3033	1297
0		7	318	1307	3037	1483
0		8	318	1495	3039	1661
0		9	318	1671	3038	1827
0		10	318	1837	3038	2012
0		11	318	2022	3046	2186
0		12	318	2196	3232	2369
0		13	318	2379	3046	2542
0		14	318	2552	3047	2725
0		15	318	2735	3049	2900
0		16	318	2910	3048	3078
0		17	318	3088	3050	3256
0		18	318	3266	3053	3430
0		19	318	3440	3057	3610
0		20	318	3620	3056	3790
