stripe	column	line	left	top	right	bottom
0		1	1491	100	1876	212
0		2	320	412	3032	590
0		3	320	600	3034	767
0		4	320	783	3031	954
0		5	320	964	3031	1127
0		6	320	1137	3034	1315
0		7	320	1325	3030	1484
0		8	320	1494	3030	1657
0		9	320	1667	3029	1840
0		10	320	1850	3035	2023
0		11	320	2033	3030	2198
0		12	320	2208	3029	2373
0		13	320	2383	3031	2551
0		14	320	2561	3029	2730
0		15	320	2740	3032	2908
0		16	320	2918	3033	3093
0		17	320	3103	3040	3271
0		18	963	3281	3030	3442
0		19	322	3452	3239	3625
0		20	320	3635	3031	3801
