stripe	column	line	left	top	right	bottom
0		1	1588	131	1738	197
0		2	309	421	3239	586
0		3	307	596	3239	767
0		4	314	777	3036	936
0		5	309	946	3033	1110
0		6	307	1120	3031	1291
0		7	307	1301	3028	1462
0		8	307	1472	3028	1650
0		9	307	1660	3031	1819
0		10	307	1829	3028	2009
0		11	307	2019	3026	2186
0		12	307	2200	3239	2359
0		13	307	2369	3025	2537
0		14	307	2547	3028	2718
0		15	307	2728	3028	2901
0		16	307	2911	3023	3082
0		17	307	3092	3028	3262
0		18	307	3272	3028	3443
0		19	307	3453	3023	3617
0		20	307	3627	3023	3803
0		21	307	3813	3026	3972
