stripe	column	line	left	top	right	bottom
0		1	1626	96	1960	184
0		2	422	296	3126	479
0		3	422	507	3126	686
0		4	422	718	3126	908
0		5	422	940	3126	1119
0		6	422	1129	3126	1310
0		7	422	1338	3126	1513
0		8	422	1523	3126	1704
0		9	422	1730	3126	1908
0		10	422	1918	3126	2112
0		11	422	2122	3126	2294
0		12	422	2310	3126	2490
0		13	422	2514	3126	2685
0		14	422	2695	3126	2883
0		15	422	2897	3126	3084
0		16	2685	3110	3126	3279
0		17	422	3367	2994	3537
0		18	422	3547	3126	3696
0		19	1397	3706	3126	3859
