stripe	column	line	left	top	right	bottom
0		1	1607	131	1751	200
0		2	319	426	3038	581
0		3	319	603	3036	772
0		4	319	782	3033	942
0		5	319	952	3031	1129
0		6	319	1139	3035	1310
0		7	319	1320	3036	1479
0		8	319	1497	3034	1660
0		9	319	1670	3033	1846
0		10	319	1856	3232	2025
0		11	319	2035	3035	2204
0		12	319	2214	3232	2381
0		13	319	2391	3032	2562
0		14	319	2572	3033	2731
0		15	319	2741	3033	2921
0		16	319	2931	3031	3093
0		17	319	3103	3034	3275
0		18	319	3285	3040	3456
0		19	319	3472	3040	3632
0		20	319	3642	3035	3817
