stripe	column	line	left	top	right	bottom
0		1	1585	131	1729	199
0		2	315	409	3027	604
0		3	315	614	3035	764
0		4	315	774	3036	944
0		5	315	954	3234	1117
0		6	315	1127	3039	1294
0		7	315	1304	3039	1485
0		8	315	1495	3045	1658
0		9	315	1668	3046	1839
0		10	315	1849	3043	2010
0		11	315	2020	3046	2194
0		12	315	2204	3049	2367
0		13	315	2377	3049	2553
0		14	321	2563	3051	2733
0		15	315	2743	3058	2907
0		16	319	2917	3052	3084
0		17	318	3094	3062	3260
0		18	317	3270	3057	3443
0		19	316	3453	3063	3625
0		20	323	3635	3057	3818
