stripe	column	line	left	top	right	bottom
0		1	1607	131	1753	198
0		2	742	442	2617	604
0		3	745	618	2596	769
0		4	740	805	2599	955
0		5	742	983	3028	1137
0		6	740	1159	3194	1306
0		7	322	1336	3226	1511
0		8	322	1521	3036	1677
0		9	322	1687	3036	1852
0		10	322	1866	3033	2033
0		11	322	2043	3036	2205
0		12	322	2215	3033	2383
0		13	322	2393	3034	2566
0		14	322	2578	3034	2746
0		15	322	2756	3034	2908
0		16	322	2936	3033	3097
0		17	322	3107	3038	3274
0		18	322	3284	3037	3460
0		19	322	3470	3041	3635
0		20	322	3649	3038	3818
