stripe	column	line	left	top	right	bottom
0		1	1699	99	2087	196
0		2	369	466	2748	684
0		3	354	812	2892	983
0		4	859	993	3203	1163
0		5	855	1173	2888	1329
0		6	853	1339	2889	1528
0		7	348	1590	3075	1774
0		8	496	1784	3203	1929
0		9	496	1939	3203	2123
0		10	489	2133	3203	2302
0		11	488	2312	3203	2487
0		12	489	2497	3203	2663
0		13	488	2673	3203	2847
0		14	484	2857	3202	3019
0		15	472	3029	3202	3190
0		16	471	3200	3189	3378
0		17	467	3388	3200	3584
1	l	1	465	4112	3172	4256
1	l	2	2489	4266	3081	4543
