stripe	column	line	left	top	right	bottom
0		1	1837	131	1951	198
0		2	516	462	3243	623
0		3	516	633	3241	809
0		4	1556	837	3239	1001
0		5	661	1105	3091	1258
0		6	653	1322	3098	1488
0		7	656	1534	3093	1703
0		8	303	1807	3098	1975
0		9	509	1985	3237	2131
0		10	518	2141	3243	2283
0		11	503	2293	3236	2448
0		12	501	2458	3243	2617
0		13	501	2627	3243	2781
0		14	303	2791	3243	2937
0		15	510	2947	3243	3096
0		16	516	3106	3243	3269
0		17	512	3279	3243	3416
0		18	507	3426	3243	3591
0		19	502	3601	3243	3754
