stripe	column	line	left	top	right	bottom
0		1	1505	102	1893	198
0		2	344	440	3048	601
0		3	344	611	3202	760
0		4	344	770	3053	922
0		5	344	932	3055	1074
0		6	344	1084	3052	1236
0		7	344	1246	3050	1403
0		8	344	1413	3051	1555
0		9	344	1565	3202	1716
0		10	344	1726	3049	1879
0		11	344	1889	3050	2041
0		12	344	2051	3055	2202
0		13	344	2212	3055	2363
0		14	344	2373	3053	2521
0		15	344	2531	3061	2688
0		16	344	2698	3060	2845
0		17	344	2855	3066	3010
0		18	344	3020	3055	3163
0		19	344	3173	3054	3320
0		20	344	3330	3058	3521
