page	stripe	column	line	left	top	right	bottom
0		1	1468	99	1854	200
0		2	322	412	3030	593
0		3	322	603	3028	764
0		4	322	774	3021	945
0		5	322	955	3025	1125
0		6	322	1135	3227	1299
0		7	322	1309	3026	1484
0		8	322	1494	3027	1662
0		9	322	1672	3030	1841
0		10	322	1855	3030	2015
0		11	322	2025	3227	2195
0		12	322	2205	3038	2382
0		13	322	2400	3030	2565
0		14	322	2575	3033	2747
0		15	322	2757	3025	2921
0		16	322	2931	3032	3094
0		17	322	3104	3027	3277
0		18	322	3287	3034	3457
0		19	1883	3467	3030	3627
0		20	322	3637	3030	3786
