stripe	column	line	left	top	right	bottom
0		1	1721	99	2058	197
0		2	521	321	3222	512
0		3	529	522	3222	702
0		4	522	712	3222	901
0		5	522	911	3222	1105
0		6	517	1115	3222	1304
0		7	509	1314	3222	1491
0		8	514	1519	3222	1704
0		9	511	1714	3222	1907
0		10	502	1917	3222	2100
0		11	492	2116	3222	2296
0		12	504	2312	3222	2496
0		13	305	2506	3219	2683
0		14	502	2693	3222	2888
0		15	493	2902	3217	3091
0		16	501	3105	3214	3285
0		17	490	3295	3216	3465
0		18	487	3475	3217	3645
0		19	481	3655	3222	3838
0		20	493	3848	3209	4007
