stripe	column	line	left	top	right	bottom
0		1	1817	131	1976	198
0		2	522	412	3223	588
0		3	522	598	3223	765
0		4	524	775	3223	949
0		5	321	963	3223	1120
0		6	520	1130	3223	1302
0		7	520	1312	3223	1478
0		8	518	1488	3223	1655
0		9	514	1665	3223	1831
0		10	514	1855	3223	2030
0		11	321	2040	3223	2198
0		12	321	2208	3223	2379
0		13	520	2391	3223	2553
0		14	510	2563	3223	2732
0		15	510	2742	3223	2908
0		16	508	2918	3223	3091
0		17	504	3105	3223	3268
0		18	504	3278	3223	3442
0		19	500	3452	3223	3623
0		20	496	3633	3223	3794
0		21	498	3804	3223	3970
