stripe	column	line	left	top	right	bottom
0		1	1601	131	1725	201
0		2	455	311	3230	485
0		3	456	525	2887	698
0		4	454	740	2882	913
0		5	320	979	2884	1157
0		6	320	1167	3028	1344
0		7	320	1362	3029	1541
0		8	320	1555	3031	1745
0		9	320	1755	3230	1926
0		10	320	1936	3025	2110
0		11	320	2120	3027	2310
0		12	872	2320	3029	2508
0		13	322	2570	2886	2752
0		14	320	2780	3032	2974
0		15	2549	3028	3024	3193
0		16	320	3251	2888	3434
0		17	320	3444	3029	3634
0		18	320	3650	3028	3831
0		19	560	3849	3026	4012
