stripe	column	line	left	top	right	bottom
0		1	1633	131	1731	202
0		2	326	320	3034	467
0		3	326	477	3224	635
0		4	1435	645	3033	805
0		5	455	913	2889	1072
0		6	453	1082	2888	1225
0		7	454	1235	2891	1392
0		8	453	1402	2893	1542
0		9	844	1770	3184	1962
0		10	326	2182	2888	2329
0		11	326	2343	3040	2493
0		12	326	2503	3041	2656
0		13	326	2666	3040	2818
0		14	326	2828	3037	2986
0		15	326	2996	3037	3146
0		16	326	3156	3040	3301
0		17	326	3311	3045	3463
0		18	326	3473	3044	3625
0		19	326	3635	3041	3790
0		20	326	3800	3037	3968
