stripe	column	line	left	top	right	bottom
0		1	1625	131	1780	203
0		2	323	451	3036	623
0		3	323	633	3031	804
0		4	324	844	3036	1004
0		5	323	1014	3031	1176
0		6	323	1186	3034	1366
0		7	323	1390	3199	1556
0		8	323	1566	3034	1727
0		9	323	1737	3039	1922
0		10	323	1936	3034	2096
0		11	323	2106	3035	2269
0		12	323	2285	3038	2456
0		13	323	2468	3033	2641
0		14	323	2651	3196	2813
0		15	324	2823	3031	2988
0		16	323	3018	3038	3182
0		17	323	3192	3227	3362
0		18	323	3372	3040	3550
0		19	323	3560	3035	3753
