stripe	column	line	left	top	right	bottom
0		1	1639	100	2027	196
0		2	480	412	3195	587
0		3	480	597	3195	761
0		4	480	771	3195	946
0		5	479	956	3195	1118
0		6	481	1128	3195	1295
0		7	1119	1305	3195	1459
0		8	341	1681	2725	1877
0		9	492	1995	3065	2183
0		10	481	2193	3195	2355
0		11	488	2365	3195	2541
0		12	491	2551	3195	2711
0		13	489	2721	3195	2896
0		14	479	2906	3195	3075
0		15	485	3085	3195	3251
0		16	484	3261	3195	3418
0		17	478	3428	3195	3605
0		18	480	3615	3195	3792
0		19	481	3802	3195	3960
