stripe	column	line	left	top	right	bottom
0		1	1808	131	1902	199
0		2	347	411	3198	591
0		3	506	603	3198	763
0		4	494	773	3198	946
0		5	493	956	3198	1133
0		6	496	1143	3198	1316
0		7	496	1326	3198	1488
0		8	497	1498	3198	1664
0		9	495	1674	3198	1841
0		10	496	1851	3198	2020
0		11	347	2030	3198	2212
0		12	2767	2222	3198	2375
0		13	490	2465	3064	2646
0		14	491	2658	3198	2849
0		15	501	2861	3198	3044
0		16	492	3058	3198	3243
0		17	495	3253	3198	3435
0		18	489	3451	3198	3637
0		19	490	3657	3198	3825
