stripe	column	line	left	top	right	bottom
0		1	1602	131	1770	197
0		2	307	415	3045	593
0		3	308	603	3047	771
0		4	308	781	3244	940
0		5	309	950	3043	1125
0		6	308	1135	3041	1303
0		7	308	1313	3042	1487
0		8	311	1497	3042	1656
0		9	309	1666	3039	1836
0		10	307	1846	3032	2024
0		11	307	2044	3036	2201
0		12	307	2219	3033	2376
0		13	307	2386	3033	2555
0		14	307	2565	3046	2734
0		15	307	2744	3033	2915
0		16	307	2925	3029	3093
0		17	307	3103	3028	3271
0		18	307	3281	3030	3447
0		19	307	3457	3021	3632
0		20	307	3642	3027	3834
