stripe	column	line	left	top	right	bottom
0		1	1455	102	1844	212
0		2	306	422	3229	596
0		3	306	606	3229	773
0		4	306	783	3026	944
0		5	306	954	3024	1124
0		6	306	1134	3229	1308
0		7	306	1318	3027	1483
0		8	306	1493	3007	1649
0		9	306	1659	3037	1819
0		10	306	1829	3038	1995
0		11	306	2005	3032	2177
0		12	306	2187	3038	2358
0		13	306	2368	3034	2528
0		14	309	2538	3041	2705
0		15	307	2715	3043	2885
0		16	306	2895	3037	3063
0		17	320	3073	3046	3230
0		18	310	3240	3044	3397
0		19	312	3407	3041	3579
0		20	312	3589	3046	3774
