stripe	column	line	left	top	right	bottom
0		1	1832	131	1924	199
0		2	518	433	3222	595
0		3	526	605	3222	754
0		4	522	764	3222	926
0		5	520	936	3222	1081
0		6	520	1091	3222	1240
0		7	520	1250	3222	1392
0		8	530	1402	3222	1566
0		9	526	1576	3222	1717
0		10	520	1727	3222	1874
0		11	520	1884	3222	2038
0		12	518	2048	3222	2206
0		13	520	2216	3222	2364
0		14	328	2374	3222	2516
0		15	518	2526	3222	2675
0		16	520	2685	3222	2845
0		17	514	2855	3222	2997
0		18	516	3007	3222	3162
0		19	514	3172	3222	3317
0		20	518	3327	3222	3498
