stripe	column	line	left	top	right	bottom
0		1	1212	131	2394	440
0		2	339	736	3078	913
0		3	504	923	3208	1092
0		4	691	1102	3208	1270
0		5	501	1280	3075	1458
0		6	500	1468	3208	1638
0		7	498	1648	3208	1810
0		8	500	1820	3208	1988
0		9	493	1998	3208	2166
0		10	497	2176	3208	2351
0		11	490	2361	3208	2531
0		12	496	2541	3208	2714
0		13	498	2724	3208	2885
0		14	487	2895	3208	3064
0		15	483	3074	3208	3274
