stripe	column	line	left	top	right	bottom
0		1	1659	131	1777	195
0		2	354	393	3060	554
0		3	353	564	3061	719
0		4	353	729	3071	890
0		5	1606	900	3060	1048
0		6	919	1058	2483	1196
0		7	918	1206	2481	1375
0		8	915	1385	2482	1532
0		9	917	1542	2483	1691
0		10	914	1701	2482	1864
0		11	353	2002	2915	2175
0		12	353	2185	3056	2342
0		13	2533	2356	3064	2496
0		14	834	2734	3198	2929
0		15	353	3055	2912	3213
0		16	353	3223	3198	3382
0		17	353	3392	3051	3537
0		18	353	3547	3056	3721
