band	seq	mark	kept	value	connectdegree	connectborder	top	bottom	left	right
high	1	a	False	0.8928726	0.0	4	0		853	1369	877	1385
high	1	a	False	0.90459186	0.0625	4	0		811	742	835	758
high	1	a	False	0.90688175	0.0	4	0		1394	1012	1418	1028
high	1	a	False	0.9272006	0.0	4	0		733	1281	757	1297
high	10	shadda.a.2	False	0.8886321	0.09523809523809523	4	0		1254	1007	1276	1028
mid	16	bracketClose	False	0.8733907	0.0	4	0		1430	1197	1448	1252
mid	17	bracketOpen	False	0.92365414	0.0	4	0		1584	1198	1602	1251
mid	18	colon	False	0.8734826	0.0	4	0		1010	941	1027	972
mid	18	colon	False	0.90157086	0.0	4	0		1376	672	1393	703
mid	18	colon	False	0.9079962	0.0	4	0		997	851	1014	882
mid	19	comma	False	0.9207929	0.0	4	0		718	570	740	602
mid	19	comma	False	0.92691135	0.0	4	0		1407	1556	1429	1588
mid	19	comma	False	0.9300226	0.0	4	0		1159	839	1181	871
mid	19	comma	False	0.9375061	0.0	4	0		846	1288	868	1320
mid	19	comma	False	0.9380234	0.0	4	0		1153	929	1175	961
mid	19	comma	False	0.93807834	0.0	4	0		366	750	388	782
mid	19	comma	False	0.9398415	0.0	4	0		1003	570	1025	602
mid	19	comma	False	0.94160575	0.0	4	0		1484	569	1506	601
mid	19	comma	False	0.9422457	0.0	4	0		729	1467	751	1499
mid	19	comma	True	0.9210067	0.22727272727272727	4	0		1197	1198	1219	1230
mid	21	guillemetClose	False	0.8005398	0.0	4	0		367	752	388	783
mid	21	guillemetClose	False	0.81532836	0.0	4	0		1159	841	1180	872
mid	21	guillemetClose	False	0.90032023	0.0	4	0		486	850	507	881
mid	22	guillemetOpen	False	0.9343672	0.0	4	0		883	852	904	881
mid	22	guillemetOpen	True	0.8018195	0.39737274220032837	4	0		665	1208	686	1237
mid	22	guillemetOpen	True	0.8023527	0.1724137931034483	4	0		323	1298	344	1327
mid	22	guillemetOpen	True	0.8088435	0.47947454844006565	4	0		730	849	751	878
mid	22	guillemetOpen	True	0.8138286	0.44499178981937604	4	0		1546	492	1567	521
mid	22	guillemetOpen	True	0.82091194	0.33661740558292286	4	0		1315	1028	1336	1057
mid	22	guillemetOpen	True	0.8305794	0.39737274220032837	4	0		1332	670	1353	699
mid	22	guillemetOpen	True	0.83286434	0.2676518883415435	4	0		1065	401	1086	430
mid	24	semicolon	False	0.91723377	0.0	4	0		729	1469	750	1511
mid	24	semicolon	False	0.9252711	0.0	4	0		1197	1199	1218	1241
