band	seq	mark	kept	value	connectdegree	connectborder	top	bottom	left	right
mid	19	comma	False	0.6170134	0.0	4	1	l	1297	1338	755	772
mid	19	comma	False	0.62569016	0.0	4	1	l	1347	1388	630	647
mid	19	comma	False	0.63453645	0.07317073170731707	4	1	l	955	996	902	919
mid	19	comma	False	0.6557722	0.0975609756097561	4	1	l	1190	1231	789	806
mid	19	comma	True	0.60625136	0.12195121951219512	4	1	r	1327	1368	1737	1754
mid	19	comma	True	0.6074159	0.5121951219512195	4	1	r	1229	1270	1365	1382
mid	19	comma	True	0.61043847	0.7718794835007174	4	1	r	1038	1079	1522	1539
mid	19	comma	True	0.6118376	0.12195121951219512	4	1	l	1111	1152	691	708
mid	19	comma	True	0.6150836	0.5911047345767576	4	1	l	1174	1215	759	776
mid	19	comma	True	0.6180952	0.5121951219512195	4	1	r	909	950	1502	1519
mid	19	comma	True	0.62538934	0.7632711621233859	4	0		527	568	754	771
mid	19	comma	True	0.62681633	0.8507890961262554	4	0		528	569	891	908
mid	19	comma	True	0.63287777	0.6944045911047345	4	1	l	1149	1190	389	406
mid	19	comma	True	0.63599974	0.2926829268292683	4	0		526	567	732	749
mid	19	comma	True	0.6377857	0.5322812051649929	4	1	l	998	1039	489	506
mid	19	comma	True	0.64202976	0.17073170731707318	4	1	l	1269	1310	725	742
mid	19	comma	True	0.66581744	0.12195121951219512	4	1	r	958	999	1480	1497
mid	19	comma	True	0.6934914	0.33285509325681495	4	1	l	1261	1302	693	710
mid	19	comma	True	0.70064294	0.6341463414634146	4	0		529	570	979	996
mid	19	comma	True	0.71227795	0.5035868005738882	4	1	r	1134	1175	1367	1384
mid	19	comma	True	0.7491668	0.3715925394548063	4	1	r	1357	1398	1634	1651
